text,clean_text,true_label,svm_pred,lr_pred,bert_pred,ensemble_pred,ensemble_correct
"Early this morning I was reading: ""The Medical Cannabis Guidebook, The Definitive Guide to Using and Growing Medicinal Marijuana,"" 2014. ;-)",early this morning was reading the medical cannabis guidebook the definitive guide to using and growing medicinal marijuana,Positive,Neutral,Neutral,Neutral,Neutral,False
@user I drink Gold Standard Whey.,drink gold standard whey,Neutral,Neutral,Neutral,Neutral,Neutral,True
"*Watching HSM**Troy Bolton (Zac Efron) is singing Hazel: ""OMG He's So Hot JUST DO ME""@hazel_gomez01",watching hsm troy bolton zac efron is singing hazel omg he so hot just do me,Positive,Positive,Positive,Positive,Positive,True
"@user @user brb, BAWLING on the train #StillWithHer",brb bawling on the train stillwithher,Neutral,Neutral,Positive,Positive,Positive,False
Lake County Black Lives Matter hosts Thanksgiving food distribution - Chicago Tribune,lake county black lives matter hosts thanksgiving food distribution chicago tribune,Neutral,Neutral,Neutral,Neutral,Neutral,True
"@user We dont hav Obamacare but this piece was 👌🏼. I wish DT cud keep ins 4 all, but ⬆️competition so we're not the ones paying for it!",we dont hav obamacare but this piece was wish dt cud keep ins all but competition so we re not the ones paying for it,Negative,Negative,Negative,Negative,Negative,True
funny but i just realized he looks like zac efron,funny but just realized he looks like zac efron,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user It's most appealing aspect must surely be its vegetarianism,it most appealing aspect must surely be its vegetarianism,Positive,Positive,Positive,Neutral,Neutral,False
Welcome to Mother Russia...https://t.co/YXj4PYi4Eu,welcome to mother russia,Positive,Positive,Positive,Neutral,Neutral,False
"From #TheWalkingDead, we interview #DanielBonjour! And he wants to #cosplay #deadpool! #costumes #twd #twdfamily",from thewalkingdead we interview danielbonjour and he wants to cosplay deadpool costumes twd twdfamily,Positive,Neutral,Neutral,Positive,Positive,True
@user @user @user so it's #DrainTheSwamp of lobbyists unless you're Rudy Giuliani?,so it draintheswamp of lobbyists unless you re rudy giuliani,Neutral,Neutral,Neutral,Neutral,Neutral,True
first date dream: take me to an anti-trump protest,first date dream take me to an anti trump protest,Negative,Neutral,Negative,Negative,Negative,True
"If You Are In China, You Will Not Be Allowed To Web Search ""Fatty Kim The Third"":",if you are in china you will not be allowed to web search fatty kim the third,Neutral,Neutral,Negative,Neutral,Neutral,True
@user poroshenko is a hundred times worse. i think Yanukovich should speak more on events.,poroshenko is hundred times worse think yanukovich should speak more on events,Negative,Neutral,Negative,Negative,Negative,True
SEXY! Ashley Graham Does Mannequin Challenge in Pink Lingerie | ADDITION ELLE Spring 2017 Collection,sexy ashley graham does mannequin challenge in pink lingerie addition elle spring collection,Positive,Neutral,Neutral,Neutral,Neutral,False
"@user ~ Thanks to Due Process, this piece of trash has choices- We can only hope that Soon he'll get what he deserves the Death penalty!",thanks to due process this piece of trash has choices we can only hope that soon he ll get what he deserves the death penalty,Negative,Neutral,Negative,Negative,Negative,True
#BoycottIsrael Time to do to Zionist Israel what was done to #Apartheid #Israel. Boycott until they change. Respect…,boycottisrael time to do to zionist israel what was done to apartheid israel boycott until they change respect,Negative,Neutral,Negative,Neutral,Neutral,False
"Appears Cubans never got the Yankee memo about their ""evil Cuban dictator"". US elite so out of touch on Cuba as pun…",appears cubans never got the yankee memo about their evil cuban dictator us elite so out of touch on cuba as pun,Negative,Negative,Negative,Negative,Negative,True
"#Eurozone Ireland reunifies, why can't I? (Praise Kim Jong-un) #SydMUN16",eurozone ireland reunifies why can praise kim jong un sydmun,Negative,Negative,Negative,Negative,Negative,True
WHOEVR KILLS LEO DESERVES DEATH PENALTY @user @user @user @user @user @user,whoevr kills leo deserves death penalty,Negative,Neutral,Negative,Negative,Negative,True
"#nodapl Few Dems hv stood up for us, thus silently supporting th GOP bigots' views & actions. Cowardice is unforgivable in such situations",nodapl few dems hv stood up for us thus silently supporting th gop bigots views actions cowardice is unforgivable in such situations,Negative,Neutral,Positive,Negative,Negative,True
Usher can STILL sing. Praise God. #ThankYouObama,usher can still sing praise god thankyouobama,Positive,Positive,Positive,Positive,Positive,True
Trump transition team highlights diversity of nominees: via @user,trump transition team highlights diversity of nominees via,Neutral,Neutral,Neutral,Neutral,Neutral,True
Westworld is consistent in its mind bosting,westworld is consistent in its mind bosting,Positive,Positive,Positive,Positive,Positive,True
If we had death penalty referendum Theresa May couldnt just bring back hanging using Royal Prerogative. Need Act of Parliament.,if we had death penalty referendum theresa may couldnt just bring back hanging using royal prerogative need act of parliament,Neutral,Neutral,Negative,Neutral,Neutral,True
"US chicken, flour sold in #DRCongo via blacklisted Tajideen. Great piece in WSJ @user @user  #Hezbollah",us chicken flour sold in drcongo via blacklisted tajideen great piece in wsj hezbollah,Neutral,Positive,Positive,Positive,Positive,False
"NoWe Haven't Forgot How Conservatives Criticized Michelle Obama's Bare Arms, Stay Silent On Melania Trump’s Nude Pix",nowe haven forgot how conservatives criticized michelle obama bare arms stay silent on melania trumps nude pix,Negative,Negative,Negative,Negative,Negative,True
"@user @user @user He didnt in CA. Illegal Immigrants are how they ""ran up the score"" in popular vote, in California alone.",he didnt in ca illegal immigrants are how they ran up the score in popular vote in california alone,Neutral,Negative,Negative,Neutral,Neutral,True
. @user Getting rid of #Gaddafi in #Libya meant near civil war & #ISIS/#AlQaeda in Libya. US & UK know this (also Hillary's baby!).,getting rid of gaddafi in libya meant near civil war isis alqaeda in libya us uk know this also hillary baby,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user Como Ashley Graham en Resident Evil 4?,como ashley graham en resident evil,Neutral,Neutral,Neutral,Neutral,Neutral,True
"@user @user These liberals wanted nothing more then to keep the real USA content, to be able to just make it. 46 mil on Foodstamps",these liberals wanted nothing more then to keep the real usa content to be able to just let it mil on foodstamps,Negative,Negative,Negative,Negative,Negative,True
Meanwhile...Obama Admin made them refugees:,meanwhile obama admin made them refugees,Negative,Negative,Negative,Neutral,Neutral,False
@user @user @user @user @user @user  He Comey is a pawn. Yankd by DOJ and his FBI uproar,he comey is pawn yankd by doj and his fbi uproar,Neutral,Neutral,Negative,Neutral,Neutral,True
"RT @user >Fake News @user ""Alt-Right are NeoNazis"">Fact Check: They're middle class Americans who want jobs back and cultural…",fake news alt right are neonazis fact check they re middle class americans who want jobs back and cultural,Negative,Negative,Negative,Negative,Negative,True
Live on the radio right now until 4:00 EST--tune me in. #ThatFridayFeeling #NationalFastFoodDay,live on the radio right now until est tune me in thatfridayfeeling nationalfastfoodday,Neutral,Neutral,Neutral,Positive,Positive,False
Win the Day the #Mannequinchallenge in a #Dunham kind of Way! via @user  #Trgthanks #madeformovers #dunhamfits,win the day the mannequinchallenge in dunham kind of way via trgthanks madeformovers dunhamfits,Positive,Positive,Positive,Positive,Positive,True
#Australia 's most wanted #jihadist #NeilPrakash arrested in the #MiddleEast#ام_الربيعين_تجمعنا#mosul#mosulop…,australia most wanted jihadist neilprakash arrested in the middleeast mosulmosulop,Neutral,Neutral,Negative,Negative,Negative,False
"This woman is still talking about Melania Trump's admittedly plagiarized speech, guys.As in, she's still saying i…",this woman is still talking about melania trump admittedly plagiarized speech guys as in she still saying,Neutral,Negative,Negative,Negative,Negative,False
"A tribute by Pakistani labour activists to the significance of the Cuban Revolution, and Fidel Castro.",tribute by pakistani labour activists to the significance of the cuban revolution and fidel castro,Positive,Neutral,Neutral,Neutral,Neutral,False
I'm watching this Michael Moore comedy skit on Showtime that was done BEFORE an election. Damn if he wasn't right. LOL!,watching this michael moore comedy skit on showtime that was done before an election damn if he wasn right lol,Positive,Neutral,Negative,Negative,Negative,False
Another EU crisis. Count-down to the cheers from Marine Le Pen.,another eu crisis count down to the cheers from marine le pen,Neutral,Neutral,Neutral,Neutral,Neutral,True
Ted Cruz:  Gov. actuaries say #ObamaCare will increase health care spending by $621B over next 10 yrs %u2026 #pjnet,ted cruz gov actuaries say obamacare will increase health care spending by over next yrs pjnet,Negative,Neutral,Neutral,Neutral,Neutral,False
"""24 Hours with the #Samsung #Galaxy Note 7: Oh Yeah!"" #android #mobile",hours with the samsung galaxy note oh yeah android mobile,Positive,Positive,Positive,Positive,Positive,True
AI and deep learning systems can develop synthetic procedures better than humans can. I shall soon be obsolete. Any new job suggestions?,ai and deep learning systems can develop synthetic procedures better than humans can shall soon be obsolete any new job suggestions,Neutral,Positive,Neutral,Neutral,Neutral,True
#Germany is looking to move its anti-#ISIS warplanes from #Turkey's air base. Alternative locations include #Cyprus,germany is looking to move its anti isis warplanes from turkey air base alternative locations include cyprus,Neutral,Negative,Negative,Neutral,Neutral,True
Lady Gaga On Melania's Anti-Bully Speech: ‘Your Husband Is 1 Of The Most Notorious Bullies',lady gaga on melania anti bully speech your husband is of the most notorious bullies,Negative,Neutral,Negative,Negative,Negative,True
